id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
358,Amazon Shopper,3.0,"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",2014-03-14,269,0,1,1,-1,0.0,0.0
362,"Amer Syed ""Devil may cry""",1.0,"had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.",2014-05-03,219,0,0,0,0,0.0,0.0
369,amp,4.0,"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one.",2014-08-01,129,0,0,0,0,0.0,0.0
371,anatoliy,1.0,"I got the micro sdcard 64gig, I reformated to fat32 and works very well on my galaxy s2 i9100 with no problems at all, thanks:DEDIT: After 7 months of using this memory card, now i tried to format it but it wouldn't, i tried about 5 different methods and none of them worked, i wouldn't recommend buying this one: SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter, Frustration-Free Packaging - SDSDQU-064G-AFFP-A. Avoid buying it or you will experience problems in half a year.",2013-12-27,346,0,0,0,0,0.0,0.0
378,Andre Harrison,1.0,"I purhased this thinking I was getting an amazing deal.  The price was right, the product was not.  After a few months I am unable to delete or add files, pics or music to this microsd card.  I am only using 28gb of space on it.  I cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  I am not happy with this product and extremely disappointed.  I use my phone a lot and store music and pictures on my phone for various purposes.  I would recommend buying another 64gb microsd card.  One that is more reliable.",2013-08-13,482,1,1,2,0,0.5,0.0945312057342307
379,Andre,4.0,"I have a GoPro 3 camera with which the cards (64Gb and 32Gb editions) work perfect.Formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.However, I tried to use it in a Contour+ and the Contour GPS and both cameras are unable to use the cards, I presume these cards do not fit the Contour specifications (unable to format, no way to record on the card).So make sure the card is compatible for its intended use.",2013-05-19,568,0,0,0,0,0.0,0.0
394,Andrew,4.0,I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.,2013-05-28,559,0,0,0,0,0.0,0.0
396,Andrew Mann,4.0,Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.,2014-01-19,323,0,0,0,0,0.0,0.0
398,Andrew M. Swiatek,3.0,the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,2013-06-29,527,0,0,0,0,0.0,0.0
399,Andrew Pollack,4.0,"Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",2014-01-04,338,0,0,0,0,0.0,0.0
401,Andrew Ramsammy,4.0,Works great with my Samsung Galaxy Tab3. Transfer speeds are excellent with this card.I would recommend this card to everyone.,2014-01-18,324,0,0,0,0,0.0,0.0
404,"Andrew Strautz ""Laugh and the world laughs wi...",4.0,"its a memory card and has the reputation you expect from SanDisk. I thankfully didn't get a knock off, counterfeit, card because It was bought official threw Amazon. it works as advertized and at full capacity (59~ gigs after formatting, which is to be expected) it has good speed for things like games movies music and photos (view/shooting) I've owned it for about two weeks now and its been reliable giving me no reason to doubt it.if you have a low capacity phone/tablet/device you should buy a card and SanDisk is probably the brand you should go with. the price is rite (through Amazon) and they are backed by both the manufacturer and the distributor with a warranty (Amazon A-Z 30 day, and SanDisk- 6mo parts I think it is) its better than you can get with budget or discount cards you find elsewhere.I recommend this product to customers looking for quality storage space.",2013-03-12,636,0,0,0,0,0.0,0.0
407,Andrian Curshen,4.0,"Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",2013-04-19,598,0,0,0,0,0.0,0.0
412,Andy Do,1.0,"Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",2014-05-03,219,1,2,3,-1,0.3333333333333333,0.0614919447203962
426,Anon Buyer,4.0,I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,2013-01-22,685,0,0,0,0,0.0,0.0
428,anonomous,3.0,"than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",2013-02-03,673,0,2,2,-2,0.0,0.0
445,"Apache ""Elizabeth""",4.0,"This is exactly what I was looking for to upgrade the memory of my smartphone. Good transfer speeds to using SanDisk product, and great pricing from Amazon.",2013-12-18,355,1,0,1,1,1.0,0.2065493143772374
462,Aristotle,1.0,"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",2013-03-01,647,0,1,1,-1,0.0,0.0
470,artdude,1.0,"randomly erases all my data and asks me to format card on my unmodified unrooted sprint Galaxy SIII ,i dont know how scandisk is selling these,i trusted the brand and it didnt work",2013-03-30,618,0,0,0,0,0.0,0.0
471,Arthur C. Cox,4.0,As new products evolve they only accept SD and microSD cards. I've had good luck with SanDisk and this is no exception.,2014-10-05,64,0,0,0,0,0.0,0.0
481,ASHEL S HUSTON,4.0,"Well not much to say...its a good mmc and its fast enough and that's about all you can ask for, using for more storage on my tablet.Update: stopped working after a while, computer said the mmc had an error and after an hour I could not fix, it became locked and would not unlock with any sd adapters I used and because its locked it would not format or erase and wouldn't even read because of the error. It stopped working after amazons very short return policy so I was out of luck with them, luckily SanDisk has a very long (10-lifetime) for its ultra brands, even though it was a hassle and all through email only I got a replacement and that's why I only took one star off",2013-03-14,634,0,0,0,0,0.0,0.0
482,"A. Shieh ""eff.org""",3.0,"Reliable and inexpensive. However, it's quite slow, far, far slower than the 64GB samsung pro microsdxc. The Samsung works well for interactive use while I would only use this Sandisk card for applications where speed isn't important.",2013-11-30,373,0,0,0,0,0.0,0.0
488,Asone Hawaii,1.0,"I had this for my smart phone and it kept dismounting itself.  I did some research and found out that there are others experiencing the same problem.  So, I returned this and got Transcend instead.  Transcend works fine with no problem.",2013-07-30,496,0,0,0,0,0.0,0.0
490,astraelraen,3.0,"I bought this primarily to use in my Surface Pro. It would randomly dismount itself. I do not know if it was the Surface's fault or the card's fault. Upon doing a little internet searching, I found this to be a common problem with Sandisk cards and the Surface Pro. I used another brand microSDXC and it has worked fine.",2014-01-30,312,0,0,0,0,0.0,0.0
